2025-03-19_Test_coupon_2.wav => Predicted: 1, Prob: 3.8169, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_455.wav => Predicted: 0, Prob: 10.3785, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_459.wav => Predicted: 0, Prob: 8.7280, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_461.wav => Predicted: 0, Prob: 9.9255, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_465.wav => Predicted: 1, Prob: 4.4902, Ground Truth: 1
P5_6_2S1JoiningH1000_cycle_465_augmented_1.wav => Predicted: 1, Prob: 3.5169, Ground Truth: 1
P5_6_2S1JoiningH1000_cycle_465_augmented_2.wav => Predicted: 0, Prob: 7.4282, Ground Truth: 1
P5_6_2S1JoiningH1000_cycle_465_augmented_3.wav => Predicted: 1, Prob: 4.7358, Ground Truth: 1
P5_6_2S1JoiningH1000_cycle_465_augmented_4.wav => Predicted: 0, Prob: 1.1572, Ground Truth: 1
P5_6_2S1JoiningH1000_cycle_467.wav => Predicted: 0, Prob: 9.8488, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_469.wav => Predicted: 0, Prob: 10.5013, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_471.wav => Predicted: 0, Prob: 11.1560, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_473.wav => Predicted: 0, Prob: 10.4273, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_003.wav => Predicted: 0, Prob: 9.5885, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_005.wav => Predicted: 0, Prob: 5.9788, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_007.wav => Predicted: 0, Prob: 9.0592, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_009.wav => Predicted: 0, Prob: 3.0412, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_011.wav => Predicted: 0, Prob: 8.4150, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_013.wav => Predicted: 0, Prob: 9.2759, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_015.wav => Predicted: 0, Prob: 10.1489, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_017.wav => Predicted: 0, Prob: 9.3334, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_021.wav => Predicted: 0, Prob: 9.9962, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_023.wav => Predicted: 0, Prob: 8.8378, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_025.wav => Predicted: 0, Prob: 8.8577, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_027.wav => Predicted: 0, Prob: 6.3879, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_029.wav => Predicted: 0, Prob: 11.5657, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_031.wav => Predicted: 0, Prob: 9.3003, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_033.wav => Predicted: 0, Prob: 10.6183, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_035.wav => Predicted: 0, Prob: 10.0219, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_039.wav => Predicted: 0, Prob: 10.1960, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_041.wav => Predicted: 0, Prob: 9.8305, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_043.wav => Predicted: 0, Prob: 9.4149, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_045.wav => Predicted: 0, Prob: 10.4230, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_047.wav => Predicted: 0, Prob: 9.8087, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_049.wav => Predicted: 0, Prob: 11.1710, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_051.wav => Predicted: 0, Prob: 10.0029, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_053.wav => Predicted: 0, Prob: 5.9654, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_056.wav => Predicted: 0, Prob: 10.8343, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_058.wav => Predicted: 0, Prob: 6.0332, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_060.wav => Predicted: 0, Prob: 10.9544, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_062.wav => Predicted: 0, Prob: 8.7345, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_064.wav => Predicted: 0, Prob: 5.8698, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_066.wav => Predicted: 0, Prob: 7.8879, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_068.wav => Predicted: 0, Prob: 3.7496, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_070.wav => Predicted: 0, Prob: 6.1246, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_072.wav => Predicted: 0, Prob: 5.8292, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_076.wav => Predicted: 0, Prob: 9.5732, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_082.wav => Predicted: 0, Prob: 8.7776, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_084.wav => Predicted: 0, Prob: 6.0605, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_086.wav => Predicted: 0, Prob: 11.0752, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_088.wav => Predicted: 0, Prob: 10.1231, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_090.wav => Predicted: 0, Prob: 9.9394, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_092.wav => Predicted: 0, Prob: 11.4836, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_094.wav => Predicted: 0, Prob: 9.0769, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_096.wav => Predicted: 0, Prob: 10.3805, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_098.wav => Predicted: 0, Prob: 8.9484, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_100.wav => Predicted: 0, Prob: 10.3365, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_102.wav => Predicted: 0, Prob: 10.3639, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_104.wav => Predicted: 0, Prob: 8.8326, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_106.wav => Predicted: 0, Prob: 9.8896, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_108.wav => Predicted: 0, Prob: 10.6508, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_110.wav => Predicted: 0, Prob: 9.4210, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_112.wav => Predicted: 0, Prob: 11.2583, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_114.wav => Predicted: 0, Prob: 9.4372, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_116.wav => Predicted: 0, Prob: 10.7687, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_118.wav => Predicted: 0, Prob: 9.0813, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_120.wav => Predicted: 0, Prob: 9.9728, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_122.wav => Predicted: 0, Prob: 3.9390, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_124.wav => Predicted: 0, Prob: 10.4440, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_126.wav => Predicted: 0, Prob: 9.6689, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_128.wav => Predicted: 0, Prob: 10.0855, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_130.wav => Predicted: 0, Prob: 5.1387, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_132.wav => Predicted: 0, Prob: 8.1837, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_134.wav => Predicted: 0, Prob: 11.3396, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_136.wav => Predicted: 0, Prob: 9.5950, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_138.wav => Predicted: 0, Prob: 8.8394, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_140.wav => Predicted: 0, Prob: 10.1269, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_142.wav => Predicted: 0, Prob: 10.1632, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_144.wav => Predicted: 0, Prob: 8.3123, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_146.wav => Predicted: 0, Prob: 9.8933, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_150.wav => Predicted: 0, Prob: 10.4568, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_152.wav => Predicted: 0, Prob: 10.2880, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_154.wav => Predicted: 0, Prob: 11.2930, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_156.wav => Predicted: 0, Prob: 4.1747, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_158.wav => Predicted: 0, Prob: 11.0403, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_160.wav => Predicted: 0, Prob: 10.6108, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_162.wav => Predicted: 0, Prob: 8.4198, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_164.wav => Predicted: 0, Prob: 9.6462, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_166.wav => Predicted: 0, Prob: 10.1634, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_168.wav => Predicted: 0, Prob: 6.4396, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_170.wav => Predicted: 0, Prob: 8.7039, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_172.wav => Predicted: 0, Prob: 9.4514, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_174.wav => Predicted: 0, Prob: 9.6964, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_176.wav => Predicted: 0, Prob: 10.3888, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_178.wav => Predicted: 0, Prob: 9.6364, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_180.wav => Predicted: 0, Prob: 7.0129, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_182.wav => Predicted: 0, Prob: 8.9852, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_184.wav => Predicted: 0, Prob: 5.7973, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_186.wav => Predicted: 0, Prob: 9.2030, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_188.wav => Predicted: 0, Prob: 8.4854, Ground Truth: N/A
P5_6_2S1JoiningH4000_cycle_190.wav => Predicted: 0, Prob: 9.8761, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_192.wav => Predicted: 0, Prob: 9.5769, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_194.wav => Predicted: 0, Prob: 8.4615, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_196.wav => Predicted: 0, Prob: 7.5219, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_198.wav => Predicted: 0, Prob: 8.9105, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_200.wav => Predicted: 0, Prob: 9.5259, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_202.wav => Predicted: 0, Prob: 8.8737, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_204.wav => Predicted: 0, Prob: 10.9138, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_206.wav => Predicted: 0, Prob: 10.5253, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_208.wav => Predicted: 0, Prob: 9.7636, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_210.wav => Predicted: 0, Prob: 9.0142, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_212.wav => Predicted: 0, Prob: 9.0457, Ground Truth: 0
P5_6_2S1JoiningH4000_cycle_214.wav => Predicted: 0, Prob: 9.6342, Ground Truth: 0
s2_p6_mangoutcycle_003.wav => Predicted: 0, Prob: 10.8166, Ground Truth: 0
s2_p6_mangoutcycle_005.wav => Predicted: 0, Prob: 8.4699, Ground Truth: 0
s2_p6_mangoutcycle_007.wav => Predicted: 0, Prob: 6.3293, Ground Truth: 0
s2_p6_mangoutcycle_009.wav => Predicted: 0, Prob: 10.4301, Ground Truth: 0
s2_p6_mangoutcycle_011.wav => Predicted: 0, Prob: 5.4471, Ground Truth: 0
s2_p6_mangoutcycle_013.wav => Predicted: 0, Prob: 10.7948, Ground Truth: 0
s2_p6_mangoutcycle_015.wav => Predicted: 0, Prob: 9.3261, Ground Truth: N/A
s2_p6_mangoutcycle_017.wav => Predicted: 0, Prob: 6.8633, Ground Truth: 0
s2_p6_mangoutcycle_019.wav => Predicted: 0, Prob: 8.0103, Ground Truth: 0
s2_p6_mangoutcycle_021.wav => Predicted: 0, Prob: 8.1491, Ground Truth: 0
s2_p6_mangoutcycle_023.wav => Predicted: 0, Prob: 10.2368, Ground Truth: 0
s2_p6_mangoutcycle_025.wav => Predicted: 0, Prob: 7.5340, Ground Truth: 0
s2_p6_mangoutcycle_027.wav => Predicted: 0, Prob: 9.5923, Ground Truth: N/A
s2_p6_mangoutcycle_029.wav => Predicted: 0, Prob: 8.4762, Ground Truth: 0
s2_p6_mangoutcycle_031.wav => Predicted: 0, Prob: 10.5877, Ground Truth: 0
s2_p6_mangoutcycle_033.wav => Predicted: 0, Prob: 6.3014, Ground Truth: 0
s2_p6_mangoutcycle_035.wav => Predicted: 0, Prob: 10.8789, Ground Truth: 0
s2_p6_mangoutcycle_037.wav => Predicted: 0, Prob: 8.2527, Ground Truth: 0
s2_p6_mangoutcycle_039.wav => Predicted: 0, Prob: 8.0760, Ground Truth: 0
s2_p6_mangoutcycle_041.wav => Predicted: 0, Prob: 6.9501, Ground Truth: 0
s2_p6_mangoutcycle_043.wav => Predicted: 0, Prob: 9.6024, Ground Truth: 0
s2_p6_mangoutcycle_045.wav => Predicted: 0, Prob: 7.9002, Ground Truth: N/A
s2_p6_mangoutcycle_047.wav => Predicted: 0, Prob: 10.2838, Ground Truth: 0
s2_p6_mangoutcycle_049.wav => Predicted: 0, Prob: 10.3411, Ground Truth: 0
s2_p6_mangoutcycle_051.wav => Predicted: 0, Prob: 8.6833, Ground Truth: 0
s2_p6_mangoutcycle_053.wav => Predicted: 0, Prob: 7.9857, Ground Truth: N/A
s2_p6_mangoutcycle_055.wav => Predicted: 0, Prob: 11.5342, Ground Truth: 0
s2_p6_mangoutcycle_057.wav => Predicted: 0, Prob: 10.2255, Ground Truth: 0
s2_p6_mangoutcycle_059.wav => Predicted: 0, Prob: 5.5745, Ground Truth: 0
s2_p6_mangoutcycle_061.wav => Predicted: 0, Prob: 6.4368, Ground Truth: 0
s2_p6_mangoutcycle_063.wav => Predicted: 0, Prob: 7.7258, Ground Truth: 0
s2_p6_mangoutcycle_065.wav => Predicted: 0, Prob: 12.6364, Ground Truth: 0
s2_p6_mangoutcycle_067.wav => Predicted: 0, Prob: 5.5966, Ground Truth: 0
s2_p6_mangoutcycle_069.wav => Predicted: 0, Prob: 9.7694, Ground Truth: 0
s2_p6_mangoutcycle_073.wav => Predicted: 0, Prob: 10.5204, Ground Truth: 0
s2_p6_mangoutcycle_075.wav => Predicted: 0, Prob: 7.6630, Ground Truth: 0
s2_p6_mangoutcycle_077.wav => Predicted: 0, Prob: 11.2916, Ground Truth: 0
s2_p6_mangoutcycle_079.wav => Predicted: 0, Prob: 7.5928, Ground Truth: 0
s2_p6_mangoutcycle_081.wav => Predicted: 0, Prob: 10.6832, Ground Truth: N/A
s2_p6_mangoutcycle_083.wav => Predicted: 0, Prob: 8.7078, Ground Truth: 0
s2_p6_mangoutcycle_085.wav => Predicted: 0, Prob: 5.4798, Ground Truth: 0
s2_p6_mangoutcycle_087.wav => Predicted: 0, Prob: 10.5586, Ground Truth: N/A
s2_p6_mangoutcycle_089.wav => Predicted: 0, Prob: 9.4842, Ground Truth: 0
s2_p6_mangoutcycle_091.wav => Predicted: 0, Prob: 8.8773, Ground Truth: 0
s2_p6_mangoutcycle_093.wav => Predicted: 0, Prob: 8.2959, Ground Truth: 0
s2_p6_mangoutcycle_095.wav => Predicted: 0, Prob: 10.0638, Ground Truth: 0
s2_p6_mangoutcycle_097.wav => Predicted: 0, Prob: 8.1629, Ground Truth: 0
s2_p6_mangoutcycle_099.wav => Predicted: 0, Prob: 9.7441, Ground Truth: 0
s2_p6_mangoutcycle_101.wav => Predicted: 0, Prob: 11.0992, Ground Truth: 0
s2_p6_mangoutcycle_108.wav => Predicted: 0, Prob: 9.3201, Ground Truth: N/A
s2_p6_mangoutcycle_110.wav => Predicted: 0, Prob: 3.1985, Ground Truth: 0
s2_p6_mangoutcycle_112.wav => Predicted: 0, Prob: 10.2339, Ground Truth: 0
s2_p6_mangoutcycle_114.wav => Predicted: 0, Prob: 9.4108, Ground Truth: 0
s2_p6_mangoutcycle_116.wav => Predicted: 0, Prob: 11.2125, Ground Truth: 0
s2_p6_mangoutcycle_118.wav => Predicted: 0, Prob: 10.4856, Ground Truth: 0
s2_p6_mangoutcycle_120.wav => Predicted: 0, Prob: 10.2091, Ground Truth: 0
s2_p6_mangoutcycle_122.wav => Predicted: 0, Prob: 10.8781, Ground Truth: N/A
s2_p6_mangoutcycle_124.wav => Predicted: 0, Prob: 9.1148, Ground Truth: 0
s2_p6_mangoutcycle_126.wav => Predicted: 0, Prob: 7.0284, Ground Truth: N/A
s2_p6_mangoutcycle_128.wav => Predicted: 0, Prob: 10.8829, Ground Truth: 0
s2_p6_mangoutcycle_130.wav => Predicted: 0, Prob: 5.7040, Ground Truth: 0
s2_p6_mangoutcycle_132.wav => Predicted: 0, Prob: 8.8315, Ground Truth: 0
s2_p6_mangoutcycle_134.wav => Predicted: 0, Prob: 8.4151, Ground Truth: 0
s2_p6_mangoutcycle_136.wav => Predicted: 0, Prob: 11.9873, Ground Truth: N/A
s2_p6_mangoutcycle_138.wav => Predicted: 0, Prob: 11.9564, Ground Truth: 0
s2_p6_mangoutcycle_140.wav => Predicted: 0, Prob: 10.0262, Ground Truth: 0
s2_p6_mangoutcycle_142.wav => Predicted: 0, Prob: 10.2290, Ground Truth: N/A
s2_p6_mangoutcycle_144.wav => Predicted: 0, Prob: 10.3916, Ground Truth: 0
s2_p6_mangoutcycle_146.wav => Predicted: 0, Prob: 6.7909, Ground Truth: 0
s2_p6_mangoutcycle_148.wav => Predicted: 0, Prob: 9.8154, Ground Truth: 0
s2_p6_mangoutcycle_150.wav => Predicted: 0, Prob: 5.9518, Ground Truth: 0
s2_p6_mangoutcycle_152.wav => Predicted: 0, Prob: 8.2134, Ground Truth: 0
s2_p6_mangoutcycle_154.wav => Predicted: 0, Prob: 9.3080, Ground Truth: 0
s2_p6_mangoutcycle_156.wav => Predicted: 0, Prob: 10.0923, Ground Truth: 0
s2_p6_mangoutcycle_158.wav => Predicted: 0, Prob: 10.6610, Ground Truth: 0
s2_p6_mangoutcycle_160.wav => Predicted: 0, Prob: 7.1699, Ground Truth: 0
s2_p6_mangoutcycle_162.wav => Predicted: 0, Prob: 6.0399, Ground Truth: 0
s2_p6_mangoutcycle_164.wav => Predicted: 0, Prob: 7.0650, Ground Truth: 0
s2_p6_mangoutcycle_166.wav => Predicted: 0, Prob: 10.8112, Ground Truth: 0
s2_p6_mangoutcycle_168.wav => Predicted: 0, Prob: 4.7635, Ground Truth: 0
s2_p6_mangoutcycle_170.wav => Predicted: 0, Prob: 8.3178, Ground Truth: 0
s2_p6_mangoutcycle_172.wav => Predicted: 0, Prob: 7.5706, Ground Truth: 0
s2_p6_mangoutcycle_174.wav => Predicted: 0, Prob: 12.0152, Ground Truth: 0
s2_p6_mangoutcycle_178.wav => Predicted: 0, Prob: 5.0843, Ground Truth: 0
s2_p6_mangoutcycle_180.wav => Predicted: 0, Prob: 6.2711, Ground Truth: 0
s2_p6_mangoutcycle_182.wav => Predicted: 0, Prob: 10.3159, Ground Truth: 0
s2_p6_mangoutcycle_184.wav => Predicted: 0, Prob: 9.1924, Ground Truth: 0
s2_p6_mangoutcycle_186.wav => Predicted: 0, Prob: 10.2863, Ground Truth: N/A
s2_p6_mangoutcycle_188.wav => Predicted: 0, Prob: 7.1474, Ground Truth: N/A
s2_p6_mangoutcycle_190.wav => Predicted: 0, Prob: 9.6243, Ground Truth: 0
s2_p6_mangoutcycle_192.wav => Predicted: 0, Prob: 9.7680, Ground Truth: 0
s2_p6_mangoutcycle_194.wav => Predicted: 0, Prob: 8.8554, Ground Truth: 0
s2_p6_mangoutcycle_196.wav => Predicted: 0, Prob: 10.9088, Ground Truth: 0
s2_p6_mangoutcycle_198.wav => Predicted: 0, Prob: 8.8731, Ground Truth: 0
s2_p6_mangoutcycle_200.wav => Predicted: 0, Prob: 8.0637, Ground Truth: N/A
s2_p6_mangoutcycle_202.wav => Predicted: 0, Prob: 9.6204, Ground Truth: 0
s2_p6_mangoutcycle_204.wav => Predicted: 0, Prob: 11.4222, Ground Truth: 0
s2_p6_mangoutcycle_206.wav => Predicted: 0, Prob: 10.3181, Ground Truth: 0
done
